raw_text,aspectTerms
"Food was very good, but not what I would consider out of this world.","[{'term': 'Food', 'polarity': 'neutral'}]"
Go here for a romantic dinner but not for an all out wow dining experience.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
My friend from Milan and myself were pleasantly surprised when we arrived and everyone spoke italian.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
Too bad the food wasn't of the same heritage.,"[{'term': 'food', 'polarity': 'negative'}]"
"The porcini mushroom pasta special was tasteless, so was the seafood tagliatelle.","[{'term': 'porcini mushroom pasta special', 'polarity': 'negative'}, {'term': 'seafood tagliatelle', 'polarity': 'negative'}]"
A real dissapointment.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
But that wasn't the icing on the cake: a tiramisu that resembled nothing I have ever had.,"[{'term': 'tiramisu', 'polarity': 'negative'}]"
They should have called it mascarpone with chocolate chips-good but a far cry from what the name implies.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
Priced at upper intermediate range.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
I really liked this place.,"[{'term': 'place', 'polarity': 'positive'}]"
"Everything I had was good, and I'm a eater.","[{'term': 'noaspectterm', 'polarity': 'none'}]"
It was pretty inexpensive too.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
This place has the best Chinese style BBQ ribs in the city.,"[{'term': 'BBQ ribs', 'polarity': 'positive'}]"
I also recommend the rice dishes or the different varieties of congee (rice porridge).,"[{'term': 'rice dishes', 'polarity': 'positive'}, {'term': 'congee (rice porridge)', 'polarity': 'positive'}]"
It's great to go for a quick lunch either alone or with a friend.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
It's definately not a place to go if you want to impress someone.,"[{'term': 'place', 'polarity': 'negative'}]"
"However, if you want great food at a great price and don't mind the decor, you can't beat this place.","[{'term': 'food', 'polarity': 'positive'}, {'term': 'decor', 'polarity': 'neutral'}, {'term': 'food', 'polarity': 'positive'}]"
Quick and friendly service.,"[{'term': 'service', 'polarity': 'positive'}]"
This is one of the best comfort food places in the city.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
It's somewhere you can eat and be happy.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"When I'm feeling stressed by the noise and congestion around my office, I head for Cafe St. Bart's.","[{'term': 'noaspectterm', 'polarity': 'none'}]"
"When you're sitting in their main dining room (which has a spectacular, hand-painted high ceiling) you'd never know there was a world outside.","[{'term': 'main dining room', 'polarity': 'positive'}, {'term': 'ceiling', 'polarity': 'positive'}]"
"The food is wonderful, tasty and filling, and the service is professional and friendly.","[{'term': 'food', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'positive'}]"
"I can't wait for summer, when they serve outside on their gigantic patio.","[{'term': 'patio', 'polarity': 'positive'}]"
Ahhh...,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
I recently tried Suan and I thought that it was great.,"[{'term': 'Suan', 'polarity': 'positive'}]"
This little place definitely exceeded my expectations and you sure get a lot of food for your money.,"[{'term': 'food', 'polarity': 'positive'}, {'term': 'place', 'polarity': 'positive'}, {'term': 'food', 'polarity': 'positive'}]"
The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.,"[{'term': 'service', 'polarity': 'positive'}, {'term': 'food', 'polarity': 'positive'}, {'term': 'hot sauce', 'polarity': 'positive'}]"
I have to say that I am pleasantly suprised and I will most likely stop in again if I am in the neighborhood.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
They all know you.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
Good food.,"[{'term': 'food', 'polarity': 'positive'}]"
Good drink.,"[{'term': 'drink', 'polarity': 'positive'}]"
How do you rate home?,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
I have never had cheescake like this.,"[{'term': 'cheescake', 'polarity': 'positive'}]"
I thought I had died and gone to heaven.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"Great spot, whether looking for a couple of drinks or quiet dinner.","[{'term': 'spot', 'polarity': 'positive'}]"
Warm and friendly in the winter and terrific outdoor seating in the warmer months.,"[{'term': 'outdoor seating', 'polarity': 'positive'}]"
The food is great and they have a good selecion of wines at reasonable prices.,"[{'term': 'food', 'polarity': 'positive'}, {'term': 'wines', 'polarity': 'positive'}]"
Have been several times and it never dissapoints.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"After hearing a lot of great things about the restaurant, and passing by it on a daily basis, we decided to try.","[{'term': 'noaspectterm', 'polarity': 'none'}]"
We were less than impressed.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"While the ambiance and atmosphere were great, the food and service could have been a lot better.","[{'term': 'ambiance', 'polarity': 'positive'}, {'term': 'atmosphere', 'polarity': 'positive'}, {'term': 'food', 'polarity': 'negative'}, {'term': 'service', 'polarity': 'negative'}]"
"We ordered the chicken casserole, but what we got were a few small pieces of chicken, all dark meat and on the bone.","[{'term': 'chicken casserole', 'polarity': 'negative'}]"
Probably would not go again...,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"i've been to sapphire twice and both times the food was fine, if not good.","[{'term': 'food', 'polarity': 'positive'}]"
"stick with the chicken, beef, and lamb dishes.","[{'term': 'chicken', 'polarity': 'positive'}, {'term': 'beef', 'polarity': 'positive'}, {'term': 'lamb dishes', 'polarity': 'positive'}]"
i don't usually order wine with indian so i can't comment on their wine list or their wines.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
instead ordered an ice cold beer which to me works with indian.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"service is friendly, and never had a problem walking in and getting a table.","[{'term': 'service', 'polarity': 'positive'}]"
i would recommend reservations on weekends though.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
skip dessert.,"[{'term': 'dessert', 'polarity': 'negative'}]"
Best Reuben sandwich ever!,"[{'term': 'Reuben sandwich', 'polarity': 'positive'}]"
A classic!,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
Don't miss Bloom's on your next trip to Manhatten.,"[{'term': ""Bloom's"", 'polarity': 'positive'}]"
"It was the first place we ate on our first trip to New York, and it will be the last place we stop as we head out of town on our next trip to New York.","[{'term': 'place', 'polarity': 'positive'}]"
Thanks Bloom's for a lovely trip.,"[{'term': ""Bloom's"", 'polarity': 'positive'}]"
"As a fan of Thai, I have tried quite a few different restaurants in NYC and this one was definitely the worst.","[{'term': 'noaspectterm', 'polarity': 'none'}]"
"The food was not fresh, the sauces were bland and very oily.","[{'term': 'food', 'polarity': 'negative'}, {'term': 'sauces', 'polarity': 'negative'}]"
It just wasn't Thai.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
Went to Ottimo and was expecting outstanding pizza (as I love La Pizza Fresca).,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
Was surprisingly disappointed.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
Pizza was a little soggy.,"[{'term': 'Pizza', 'polarity': 'negative'}]"
Ravioli was good...but I have to say that I found everything a bit overpriced.,"[{'term': 'Ravioli', 'polarity': 'positive'}]"
Not enough wines by the glass either.,"[{'term': 'wines by the glass', 'polarity': 'negative'}]"
"Service, however, was excellent...and I liked the setting/atmosphere a lot. ","[{'term': 'Service', 'polarity': 'positive'}, {'term': 'setting/atmosphere', 'polarity': 'positive'}]"
"Food was just average...if they lowered the prices just a bit, it would be a bigger draw.","[{'term': 'Food', 'polarity': 'neutral'}]"
This place is a great bargain.,"[{'term': 'place', 'polarity': 'positive'}]"
Authentic Pakistani food.,"[{'term': 'Pakistani food', 'polarity': 'positive'}]"
People are always friendly.,"[{'term': 'People', 'polarity': 'positive'}]"
Don't waste money on decor.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"Just straight up cheap, good food.","[{'term': 'food', 'polarity': 'positive'}]"
Faan is sooo good.,"[{'term': 'Faan', 'polarity': 'positive'}]"
The best pad thai i've ever had.,"[{'term': 'pad thai', 'polarity': 'positive'}]"
The design and atmosphere is just as good.,"[{'term': 'design', 'polarity': 'positive'}, {'term': 'atmosphere', 'polarity': 'positive'}]"
bottles of wine are cheap and good.,"[{'term': 'bottles of wine', 'polarity': 'positive'}]"
What more could you want?,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
The food was actually aweful.,"[{'term': 'food', 'polarity': 'negative'}]"
I'm not picky - but it was actually gross.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"The mussles were the fishiest things I've ever tasted, the seabass was bland, the goat cheese salad was missing the goat cheese, the penne w/ chicken had bones in it... It was disgusting.","[{'term': 'mussles', 'polarity': 'negative'}, {'term': 'seabass', 'polarity': 'negative'}, {'term': 'goat cheese salad', 'polarity': 'negative'}, {'term': 'penne w/ chicken', 'polarity': 'negative'}]"
"Nice atmosphere, the service was very pleasant and the desert was good.","[{'term': 'atmosphere', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'positive'}, {'term': 'desert', 'polarity': 'positive'}]"
Wouldn't recomend it for dinner!,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
This is the perfect date spot for Williamsburg couples.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
The jukebox plays everything from Italian Opera to The Strokes.,"[{'term': 'jukebox', 'polarity': 'positive'}]"
"The food is amazing, rich pastas and fresh doughy pizza.","[{'term': 'food', 'polarity': 'positive'}, {'term': 'pastas', 'polarity': 'positive'}, {'term': 'pizza', 'polarity': 'positive'}]"
"Best of all is the warm vibe, the owner is super friendly and service is fast.","[{'term': 'vibe', 'polarity': 'positive'}, {'term': 'owner', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'positive'}]"
"If only they delivered, they'd make a mint!","[{'term': 'noaspectterm', 'polarity': 'none'}]"
go here for the drinks!,"[{'term': 'drinks', 'polarity': 'positive'}]"
esp. during happy hour!,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
enough said!,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
the drinks are amazing and half off till 8pm.,"[{'term': 'drinks', 'polarity': 'positive'}]"
"Ask for Usha, the nicest bartender in manhattan.","[{'term': 'Usha', 'polarity': 'positive'}]"
My fav was the sassy lassi...,"[{'term': 'sassy lassi', 'polarity': 'positive'}]"
This is an amazing place to try some roti rolls.,"[{'term': 'roti rolls', 'polarity': 'positive'}]"
I really recommend the very simple Unda (Egg) rolls.,"[{'term': 'Unda (Egg) rolls', 'polarity': 'positive'}]"
"Delicate spices, onions, eggs and a kick-ass roti.","[{'term': 'spices', 'polarity': 'positive'}, {'term': 'onions', 'polarity': 'positive'}, {'term': 'eggs', 'polarity': 'positive'}, {'term': 'roti', 'polarity': 'positive'}]"
Amazing!,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"Toons has recently been redone, so it's now a very attractive space.","[{'term': 'Toons', 'polarity': 'positive'}]"
The food's as good as ever.,"[{'term': 'food', 'polarity': 'positive'}]"
"In an area sadly lacking in decent Thai food, this is one of the best spots.","[{'term': 'Thai food', 'polarity': 'positive'}]"
"Went here last night - nice decor, good service, but the food was surprisingly excellent.","[{'term': 'decor', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'positive'}, {'term': 'food', 'polarity': 'positive'}]"
"The portions are HUGE, so it might be good to order three things to split (rather than one appetizer and entree per person) for two people.","[{'term': 'portions', 'polarity': 'neutral'}]"
"Among all of the new 5th avenue restaurants, this offers by far one of the best values for your money.","[{'term': 'noaspectterm', 'polarity': 'none'}]"
Can't wait to go back.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
Best drumsticks over rice and sour spicy soup in town!,"[{'term': 'drumsticks over rice', 'polarity': 'positive'}, {'term': 'sour spicy soup', 'polarity': 'positive'}]"
Beef noodle soup is good as well.,"[{'term': 'Beef noodle soup', 'polarity': 'positive'}]"
The service is good and the resturant is clean.,"[{'term': 'service', 'polarity': 'positive'}, {'term': 'resturant', 'polarity': 'positive'}]"
Best Taiwanese food in NY!,"[{'term': 'Taiwanese food', 'polarity': 'positive'}]"
I have been to Rao's probably 15 times the past 3 years and it keeps getting better.,"[{'term': ""Rao's"", 'polarity': 'positive'}]"
"For those that go once and don't enjoy it, all I can say is that they just don't get it.","[{'term': 'noaspectterm', 'polarity': 'none'}]"
Rao's has the best service and atmosphere in NYC.,"[{'term': 'service', 'polarity': 'positive'}, {'term': 'atmosphere', 'polarity': 'positive'}]"
